Image File,Caption,Tokenized Caption,Encoded Tokens
img/insta28408,<start> Hum toh udh gaye   <end>,"['<start>', 'hum', 'toh', 'udh', 'gaye', '<end>']","[2, 5112, 11929, 11930, 11931, 3]"
img/insta28412,<start> Mayapuri  <end>,"['<start>', 'mayapuri', '<end>']","[2, 11932, 3]"
img/insta28415,<start> Rahenge Hum Nahi  <end>,"['<start>', 'rahenge', 'hum', 'nahi', '<end>']","[2, 11933, 5112, 3451, 3]"
img/insta28430,<start>  vivo_india <end>,"['<start>', 'vivo_india', '<end>']","[2, 5113, 3]"
img/insta28431,"<start> Loved the sun, for many suns   <end>","['<start>', 'loved', 'the', 'sun', ',', 'for', 'many', 'suns', '<end>']","[2, 925, 5, 348, 1, 15, 440, 11934, 3]"
img/insta28438,<start> Take me back to the backwaters already  <end>,"['<start>', 'take', 'me', 'back', 'to', 'the', 'backwaters', 'already', '<end>']","[2, 159, 14, 51, 9, 5, 11935, 544, 3]"
img/insta28440,<start> So Colossal. So New York‼ <end>,"['<start>', 'so', 'colossal', '.', 'so', 'new', 'york‼', '<end>']","[2, 24, 11936, 1, 24, 23, 11937, 3]"
img/insta28442,<start> When screen has been the present  but I have the bow  <end>,"['<start>', 'when', 'screen', 'has', 'been', 'the', 'present', 'but', 'i', 'have', 'the', 'bow', '<end>']","[2, 57, 2886, 226, 252, 5, 1535, 71, 6, 82, 5, 2028, 3]"
img/insta28444,<start>  vivo_india <end>,"['<start>', 'vivo_india', '<end>']","[2, 5113, 3]"
img/insta28446,<start> Cool and Coolie <end>,"['<start>', 'cool', 'and', 'coolie', '<end>']","[2, 198, 12, 11938, 3]"
img/insta28448,"<start> Don’t study me, you won’t graduate  <end>","['<start>', 'don', '’', 't', 'study', 'me', ',', 'you', 'won', '’', 't', 'graduate', '<end>']","[2, 1964, 1, 601, 2369, 14, 1, 7, 1442, 1, 601, 4225, 3]"
img/insta28453,<start> दीपावली की हार्दिक शुभकामनाएँ  <end>,"['<start>', 'दीपावली', 'की', 'हार्दिक', 'शुभकामनाएँ', '<end>']","[2, 11939, 3419, 11940, 11941, 3]"
img/insta28454,<start> Diwali Dhamaka Shuru  <end>,"['<start>', 'diwali', 'dhamaka', 'shuru', '<end>']","[2, 948, 5111, 5114, 3]"
img/insta28455,<start> Dance to your own rhythm    <end>,"['<start>', 'dance', 'to', 'your', 'own', 'rhythm', '<end>']","[2, 353, 9, 49, 376, 11942, 3]"
img/insta28456,<start> It’s an all white kind of night  <end>,"['<start>', 'it', '’', 's', 'an', 'all', 'white', 'kind', 'of', 'night', '<end>']","[2, 20, 1, 468, 130, 32, 358, 600, 19, 26, 3]"
img/insta28457,<start> Lady in Lanka  <end>,"['<start>', 'lady', 'in', 'lanka', '<end>']","[2, 298, 10, 11943, 3]"
img/insta28459,<start> Sara in Saari  <end>,"['<start>', 'sara', 'in', 'saari', '<end>']","[2, 11944, 10, 11945, 3]"
img/insta28466,<start> Happiest birthday Abba    I love you so much  <end>,"['<start>', 'happiest', 'birthday', 'abba', 'i', 'love', 'you', 'so', 'much', '<end>']","[2, 1529, 39, 11946, 6, 11, 7, 24, 79, 3]"
img/insta28467,<start>  feminaindia <end>,"['<start>', 'feminaindia', '<end>']","[2, 5100, 3]"
img/insta28476,"<start> Don’t be eye candy, be soul food  <end>","['<start>', 'don', '’', 't', 'be', 'eye', 'candy', ',', 'be', 'soul', 'food', '<end>']","[2, 1964, 1, 601, 41, 387, 401, 1, 41, 407, 632, 3]"
img/insta28477,<start> A little mystery goes a long way...  <end>,"['<start>', 'a', 'little', 'mystery', 'goes', 'a', 'long', 'way', '...', '<end>']","[2, 8, 44, 4484, 844, 8, 249, 110, 1, 3]"
img/insta28478,<start> Eid Mubarak  <end>,"['<start>', 'eid', 'mubarak', '<end>']","[2, 1484, 2630, 3]"
img/insta28479,<start>  bazaarindia <end>,"['<start>', 'bazaarindia', '<end>']","[2, 11947, 3]"
img/insta28483,<start> Got my eyes on you  <end>,"['<start>', 'got', 'my', 'eyes', 'on', 'you', '<end>']","[2, 63, 4, 332, 17, 7, 3]"
img/insta28486,<start> Don’t hold on for dear life-hold life dearly  <end>,"['<start>', 'don', '’', 't', 'hold', 'on', 'for', 'dear', 'life-hold', 'life', 'dearly', '<end>']","[2, 1964, 1, 601, 500, 17, 15, 727, 11948, 50, 11949, 3]"
img/insta28490,<start> First Filmfare Cover!!!    <end>,"['<start>', 'first', 'filmfare', 'cover', '!', '!', '!', '<end>']","[2, 132, 1030, 111, 133, 133, 133, 3]"
img/insta28491,<start> Here’s to new beginnings!  <end>,"['<start>', 'here', '’', 's', 'to', 'new', 'beginnings', '!', '<end>']","[2, 100, 1, 468, 9, 23, 1, 133, 3]"
img/insta28493,<start> An apple a day keeps the doctor away  <end>,"['<start>', 'an', 'apple', 'a', 'day', 'keeps', 'the', 'doctor', 'away', '<end>']","[2, 130, 1241, 8, 36, 1748, 5, 11952, 410, 3]"
img/insta28494,<start> simmba roaring  <end>,"['<start>', 'simmba', 'roaring', '<end>']","[2, 1728, 11953, 3]"
img/insta28498,<start>  &  <end>,"['<start>', '&', '<end>']","[2, 25, 3]"
img/insta28501,<start> Taking some inspiration from my Hero   simmba <end>,"['<start>', 'taking', 'some', 'inspiration', 'from', 'my', 'hero', 'simmba', '<end>']","[2, 547, 98, 1447, 52, 4, 1071, 1728, 3]"
img/insta28503,<start>   Simmba <end>,"['<start>', 'simmba', '<end>']","[2, 1728, 3]"
img/insta28505,<start> Simmba Girl  <end>,"['<start>', 'simmba', 'girl', '<end>']","[2, 1728, 88, 3]"
img/insta28506,<start> Simmba trailer ready  <end>,"['<start>', 'simmba', 'trailer', 'ready', '<end>']","[2, 1728, 1975, 96, 3]"
img/insta28511,<start> Welcome to Big Boss with the biggest Boss  <end>,"['<start>', 'welcome', 'to', 'big', 'boss', 'with', 'the', 'biggest', 'boss', '<end>']","[2, 428, 9, 105, 711, 13, 5, 1100, 711, 3]"
img/insta28516,<start> sweetheart song is out!!!!  link in bio! kedarnath <end>,"['<start>', 'sweetheart', 'song', 'is', 'out', '!', '!', '!', '!', 'link', 'in', 'bio', '!', 'kedarnath', '<end>']","[2, 3265, 465, 18, 30, 133, 133, 133, 133, 135, 10, 142, 133, 11954, 3]"
img/insta28517,<start> Sweetheart song out soon! cannotwait <end>,"['<start>', 'sweetheart', 'song', 'out', 'soon', '!', 'cannotwait', '<end>']","[2, 3265, 465, 30, 136, 133, 11955, 3]"
img/insta28518,<start> And the fairytale feels continue  <end>,"['<start>', 'and', 'the', 'fairytale', 'feels', 'continue', '<end>']","[2, 12, 5, 2224, 321, 3167, 3]"
img/insta28521,<start> रोहित शेट्टी की हीरोइन  simmba <end>,"['<start>', 'रोहित', 'शेट्टी', 'की', 'हीरोइन', 'simmba', '<end>']","[2, 11956, 11957, 3419, 11958, 1728, 3]"
img/insta28529,"<start> If you want to shine like the sun, burn like the sun  <end>","['<start>', 'if', 'you', 'want', 'to', 'shine', 'like', 'the', 'sun', ',', 'burn', 'like', 'the', 'sun', '<end>']","[2, 149, 7, 177, 9, 666, 37, 5, 348, 1, 5115, 37, 5, 348, 3]"
img/insta28531,<start> Happy holidays from the Pandyas  Holi hai <end>,"['<start>', 'happy', 'holidays', 'from', 'the', 'pandyas', 'holi', 'hai', '<end>']","[2, 21, 859, 52, 5, 11959, 2078, 854, 3]"
img/insta28535,<start> My valentine for life  <end>,"['<start>', 'my', 'valentine', 'for', 'life', '<end>']","[2, 4, 1103, 15, 50, 3]"
img/insta28536,<start> Jet set go  <end>,"['<start>', 'jet', 'set', 'go', '<end>']","[2, 698, 204, 62, 3]"
img/insta28543,<start> Vacation mode  <end>,"['<start>', 'vacation', 'mode', '<end>']","[2, 980, 1217, 3]"
img/insta28544,<start> Merry Christmas   <end>,"['<start>', 'merry', 'christmas', '<end>']","[2, 415, 359, 3]"
img/insta28545,<start> Well played bruh  <end>,"['<start>', 'well', 'played', 'bruh', '<end>']","[2, 379, 11960, 2186, 3]"
img/insta28547,<start> Music to go with me on my road to recovery  <end>,"['<start>', 'music', 'to', 'go', 'with', 'me', 'on', 'my', 'road', 'to', 'recovery', '<end>']","[2, 409, 9, 62, 13, 14, 17, 4, 356, 9, 11961, 3]"
img/insta28551,<start> Good things happen to those who hustle  <end>,"['<start>', 'good', 'things', 'happen', 'to', 'those', 'who', 'hustle', '<end>']","[2, 33, 277, 1783, 9, 548, 94, 1690, 3]"
img/insta28552,<start> Creativity  <end>,"['<start>', 'creativity', '<end>']","[2, 11962, 3]"
img/insta28553,<start> Caught in the moment  <end>,"['<start>', 'caught', 'in', 'the', 'moment', '<end>']","[2, 491, 10, 5, 286, 3]"
img/insta28554,<start> The healer  <end>,"['<start>', 'the', 'healer', '<end>']","[2, 5, 11963, 3]"
img/insta28555,<start> Red-dey. Set. Go.  <end>,"['<start>', 'red-dey', '.', 'set', '.', 'go', '.', '<end>']","[2, 11964, 1, 204, 1, 62, 1, 3]"
img/insta28556,<start> Miss this little one (and the big guy too)  <end>,"['<start>', 'miss', 'this', 'little', 'one', '(', 'and', 'the', 'big', 'guy', 'too', ')', '<end>']","[2, 58, 16, 44, 56, 615, 12, 5, 105, 264, 97, 530, 3]"
img/insta28559,<start> Keep your furry friends close this Diwali  <end>,"['<start>', 'keep', 'your', 'furry', 'friends', 'close', 'this', 'diwali', '<end>']","[2, 403, 49, 11966, 143, 518, 16, 948, 3]"
img/insta28560,<start> Light it up  festiveseason <end>,"['<start>', 'light', 'it', 'up', 'festiveseason', '<end>']","[2, 352, 20, 29, 11967, 3]"
img/insta28561,<start> Festive vibe  <end>,"['<start>', 'festive', 'vibe', '<end>']","[2, 3442, 1074, 3]"
img/insta28562,<start> Always by your side mom  <end>,"['<start>', 'always', 'by', 'your', 'side', 'mom', '<end>']","[2, 69, 28, 49, 338, 151, 3]"
img/insta28564,<start> Target locked  Matchday ready  <end>,"['<start>', 'target', 'locked', 'matchday', 'ready', '<end>']","[2, 3342, 2197, 11968, 96, 3]"
img/insta28565,<start> Chandigarh   travelinstyle <end>,"['<start>', 'chandigarh', 'travelinstyle', '<end>']","[2, 1729, 11969, 3]"
img/insta28567,"<start> On the go! When you travel, a selfie is a must   <end>","['<start>', 'on', 'the', 'go', '!', 'when', 'you', 'travel', ',', 'a', 'selfie', 'is', 'a', 'must', '<end>']","[2, 17, 5, 62, 133, 57, 7, 1578, 1, 8, 145, 18, 8, 771, 3]"
img/insta28568,<start> A cup of tea  while waiting for the flight  <end>,"['<start>', 'a', 'cup', 'of', 'tea', 'while', 'waiting', 'for', 'the', 'flight', '<end>']","[2, 8, 1140, 19, 514, 662, 326, 15, 5, 2015, 3]"
img/insta28570,<start> New experience but a fun one  <end>,"['<start>', 'new', 'experience', 'but', 'a', 'fun', 'one', '<end>']","[2, 23, 2878, 71, 8, 89, 56, 3]"
img/insta28571,<start> That post workout feeling bestfeelingever <end>,"['<start>', 'that', 'post', 'workout', 'feeling', 'bestfeelingever', '<end>']","[2, 61, 337, 673, 297, 11970, 3]"
img/insta28573,<start> If it’s easy it’s not Pilates  yasminkarachiwala <end>,"['<start>', 'if', 'it', '’', 's', 'easy', 'it', '’', 's', 'not', 'pilates', 'yasminkarachiwala', '<end>']","[2, 149, 20, 1, 468, 1448, 20, 1, 468, 84, 5116, 5087, 3]"
img/insta28574,"<start> Sparkle, even when it’s bright.  <end>","['<start>', 'sparkle', ',', 'even', 'when', 'it', '’', 's', 'bright', '.', '<end>']","[2, 1766, 1, 245, 57, 20, 1, 468, 522, 1, 3]"
img/insta28575,<start>  have a great weekend everyone  <end>,"['<start>', 'have', 'a', 'great', 'weekend', 'everyone', '<end>']","[2, 82, 8, 99, 778, 271, 3]"
img/insta28576,<start> Date night with mummy  <end>,"['<start>', 'date', 'night', 'with', 'mummy', '<end>']","[2, 220, 26, 13, 1726, 3]"
img/insta28577,<start> Hair masters   <end>,"['<start>', 'hair', 'masters', '<end>']","[2, 83, 11971, 3]"
img/insta28579,<start> Golden boy  Home is where my two best friends are  <end>,"['<start>', 'golden', 'boy', 'home', 'is', 'where', 'my', 'two', 'best', 'friends', 'are', '<end>']","[2, 579, 174, 80, 18, 175, 4, 218, 47, 143, 43, 3]"
img/insta28580,<start> Happy birthday mom  <end>,"['<start>', 'happy', 'birthday', 'mom', '<end>']","[2, 21, 39, 151, 3]"
img/insta28581,<start> Always following me around  Happy birthday Ishu baby  <end>,"['<start>', 'always', 'following', 'me', 'around', 'happy', 'birthday', 'ishu', 'baby', '<end>']","[2, 69, 2837, 14, 347, 21, 39, 11972, 38, 3]"
img/insta28584,<start> This LEGEND  Always smiling and always inspiring  <end>,"['<start>', 'this', 'legend', 'always', 'smiling', 'and', 'always', 'inspiring', '<end>']","[2, 16, 529, 69, 913, 12, 69, 2715, 3]"
img/insta28586,<start> Boys’ day out  <end>,"['<start>', 'boys', '’', 'day', 'out', '<end>']","[2, 118, 1, 36, 30, 3]"
img/insta28587,<start> We keep going  TeamIndia <end>,"['<start>', 'we', 'keep', 'going', 'teamindia', '<end>']","[2, 34, 403, 273, 3452, 3]"
img/insta28588,<start> Eyes on the target    <end>,"['<start>', 'eyes', 'on', 'the', 'target', '<end>']","[2, 332, 17, 5, 3342, 3]"
img/insta28589,<start> Babies  day out  <end>,"['<start>', 'babies', 'day', 'out', '<end>']","[2, 199, 36, 30, 3]"
img/insta28590,<start> Yoga day special  this is how I stretch  fact <end>,"['<start>', 'yoga', 'day', 'special', 'this', 'is', 'how', 'i', 'stretch', 'fact', '<end>']","[2, 2362, 36, 1117, 16, 18, 77, 6, 2202, 3326, 3]"
img/insta28592,<start> Climbing step by step  <end>,"['<start>', 'climbing', 'step', 'by', 'step', '<end>']","[2, 2458, 1096, 28, 1096, 3]"
img/insta28594,<start> A game I won’t forget anytime soon   TeamIndia  <end>,"['<start>', 'a', 'game', 'i', 'won', '’', 't', 'forget', 'anytime', 'soon', 'teamindia', '<end>']","[2, 8, 129, 6, 1442, 1, 601, 614, 3231, 136, 3452, 3]"
img/insta28595,<start> Happy Father’s Day to the real gangsta  <end>,"['<start>', 'happy', 'father', '’', 's', 'day', 'to', 'the', 'real', 'gangsta', '<end>']","[2, 21, 1343, 1, 468, 36, 9, 5, 166, 2345, 3]"
img/insta28596,<start> Blessed   <end>,"['<start>', 'blessed', '<end>']","[2, 555, 3]"
img/insta28597,<start> The coolest gang  <end>,"['<start>', 'the', 'coolest', 'gang', '<end>']","[2, 5, 735, 623, 3]"
img/insta28598,<start> Raining summers in UK  <end>,"['<start>', 'raining', 'summers', 'in', 'uk', '<end>']","[2, 2508, 3768, 10, 1022, 3]"
img/insta28599,"<start> Big game, big team performance  <end>","['<start>', 'big', 'game', ',', 'big', 'team', 'performance', '<end>']","[2, 105, 129, 1, 105, 180, 2037, 3]"
img/insta28601,<start> Gang    <end>,"['<start>', 'gang', '<end>']","[2, 623, 3]"
img/insta28603,<start> World Cup Sundays be like this  <end>,"['<start>', 'world', 'cup', 'sundays', 'be', 'like', 'this', '<end>']","[2, 188, 1140, 11974, 41, 37, 16, 3]"
img/insta28605,<start> Real life PUBG  <end>,"['<start>', 'real', 'life', 'pubg', '<end>']","[2, 166, 50, 11975, 3]"
img/insta28606,<start>  +  =  <end>,"['<start>', '+', '=', '<end>']","[2, 318, 390, 3]"
img/insta28607,<start>   love  <end>,"['<start>', 'love', '<end>']","[2, 11, 3]"
img/insta28608,<start> Out and about in sunny London  <end>,"['<start>', 'out', 'and', 'about', 'in', 'sunny', 'london', '<end>']","[2, 30, 12, 115, 10, 1306, 186, 3]"
img/insta28610,<start> Twinning coincidentally  <end>,"['<start>', 'twinning', 'coincidentally', '<end>']","[2, 734, 11976, 3]"
img/insta28611,<start> One trophy  down. Now to focus on the next one  <end>,"['<start>', 'one', 'trophy', 'down', '.', 'now', 'to', 'focus', 'on', 'the', 'next', 'one', '<end>']","[2, 56, 2808, 208, 1, 45, 9, 882, 17, 5, 191, 56, 3]"
img/insta28613,<start> Legend  <end>,"['<start>', 'legend', '<end>']","[2, 529, 3]"
img/insta28614,<start> Champions for the 4th time  <end>,"['<start>', 'champions', 'for', 'the', '4th', 'time', '<end>']","[2, 1463, 15, 5, 1294, 42, 3]"
img/insta28616,<start> Ready for the battle royal  <end>,"['<start>', 'ready', 'for', 'the', 'battle', 'royal', '<end>']","[2, 96, 15, 5, 5117, 2578, 3]"
img/insta28619,<start> Chennai calling  Onto the next challenge  <end>,"['<start>', 'chennai', 'calling', 'onto', 'the', 'next', 'challenge', '<end>']","[2, 2614, 1874, 1694, 5, 191, 3310, 3]"
img/insta28620,"<start> This one's for you, Paltan  <end>","['<start>', 'this', 'one', ""'s"", 'for', 'you', ',', 'paltan', '<end>']","[2, 16, 56, 437, 15, 7, 1, 11978, 3]"
img/insta28621,"<start> Playoffs, we're coming for ya  <end>","['<start>', 'playoffs', ',', 'we', ""'re"", 'coming', 'for', 'ya', '<end>']","[2, 11979, 1, 34, 1, 120, 15, 244, 3]"
img/insta28622,<start> My boys  <end>,"['<start>', 'my', 'boys', '<end>']","[2, 4, 118, 3]"
img/insta28627,<start> Hustle  <end>,"['<start>', 'hustle', '<end>']","[2, 1690, 3]"
img/insta28629,<start> Happy birthday bhai  <end>,"['<start>', 'happy', 'birthday', 'bhai', '<end>']","[2, 21, 39, 2072, 3]"
img/insta28630,<start> Behind-the-scenes with these legends  <end>,"['<start>', 'behind-the-scenes', 'with', 'these', 'legends', '<end>']","[2, 4882, 13, 75, 3002, 3]"
img/insta28634,<start> Weekend love  <end>,"['<start>', 'weekend', 'love', '<end>']","[2, 778, 11, 3]"
img/insta28635,<start> Now and then <end>,"['<start>', 'now', 'and', 'then', '<end>']","[2, 45, 12, 388, 3]"
img/insta28636,<start> Love   <end>,"['<start>', 'love', '<end>']","[2, 11, 3]"
img/insta28637,<start>  on the ball  <end>,"['<start>', 'on', 'the', 'ball', '<end>']","[2, 17, 5, 592, 3]"
img/insta28638,<start> Proud of you big bro krunalpandya_official  <end>,"['<start>', 'proud', 'of', 'you', 'big', 'bro', 'krunalpandya_official', '<end>']","[2, 290, 19, 7, 105, 246, 3453, 3]"
img/insta28640,<start> Brothers in arms  onedream  firsttimetogether india <end>,"['<start>', 'brothers', 'in', 'arms', 'onedream', 'firsttimetogether', 'india', '<end>']","[2, 785, 10, 2026, 11980, 11981, 949, 3]"
img/insta28641,<start> Congrats TeamIndia  on this amazing victory  <end>,"['<start>', 'congrats', 'teamindia', 'on', 'this', 'amazing', 'victory', '<end>']","[2, 275, 3452, 17, 16, 140, 3122, 3]"
img/insta28642,<start> Thank you  <end>,"['<start>', 'thank', 'you', '<end>']","[2, 27, 7, 3]"
img/insta28648,<start> My comfort zone   <end>,"['<start>', 'my', 'comfort', 'zone', '<end>']","[2, 4, 1453, 1645, 3]"
img/insta28649,<start>  =  <end>,"['<start>', '=', '<end>']","[2, 390, 3]"
img/insta28651,<start> Hard work and hustle   colstonjulian <end>,"['<start>', 'hard', 'work', 'and', 'hustle', 'colstonjulian', '<end>']","[2, 294, 156, 12, 1690, 11982, 3]"
img/insta28653,<start>  Styled by nikitajaisinghani <end>,"['<start>', 'styled', 'by', 'nikitajaisinghani', '<end>']","[2, 1385, 28, 5118, 3]"
img/insta28655,<start> Laced up and ready to D:FY the limits  dfy_india <end>,"['<start>', 'laced', 'up', 'and', 'ready', 'to', 'd', ':', 'fy', 'the', 'limits', 'dfy_india', '<end>']","[2, 5119, 29, 12, 96, 9, 741, 345, 1, 5, 3730, 11984, 3]"
img/insta28656,<start> But first let me take a selfie  <end>,"['<start>', 'but', 'first', 'let', 'me', 'take', 'a', 'selfie', '<end>']","[2, 71, 132, 192, 14, 159, 8, 145, 3]"
img/insta28659,<start>  nikitajaisinghani curato.in houseofpixel <end>,"['<start>', 'nikitajaisinghani', 'curato.in', 'houseofpixel', '<end>']","[2, 5118, 1, 11986, 3]"
img/insta28661,<start> Following the festivities  <end>,"['<start>', 'following', 'the', 'festivities', '<end>']","[2, 2837, 5, 1366, 3]"
img/insta28663,<start> Mother India  pandyanalini3 <end>,"['<start>', 'mother', 'india', 'pandyanalini3', '<end>']","[2, 672, 949, 11987, 3]"
img/insta28664,<start> Bhai bhai Hote hai  <end>,"['<start>', 'bhai', 'bhai', 'hote', 'hai', '<end>']","[2, 2072, 2072, 11988, 854, 3]"
img/insta28667,<start> Can you spot the odd one out???  <end>,"['<start>', 'can', 'you', 'spot', 'the', 'odd', 'one', 'out', '?', '?', '?', '<end>']","[2, 101, 7, 669, 5, 4001, 56, 30, 412, 412, 412, 3]"
img/insta28668,<start> Jet set go  <end>,"['<start>', 'jet', 'set', 'go', '<end>']","[2, 698, 204, 62, 3]"
img/insta28669,<start> My adorable little ball of fur   dabbooratnani <end>,"['<start>', 'my', 'adorable', 'little', 'ball', 'of', 'fur', 'dabbooratnani', '<end>']","[2, 4, 2475, 44, 592, 19, 1062, 1730, 3]"
img/insta28670,<start> Confidence is the best outfit   <end>,"['<start>', 'confidence', 'is', 'the', 'best', 'outfit', '<end>']","[2, 11990, 18, 5, 47, 402, 3]"
img/insta28672,<start> Weekend chill  <end>,"['<start>', 'weekend', 'chill', '<end>']","[2, 778, 580, 3]"
img/insta28673,<start> Every move matters  <end>,"['<start>', 'every', 'move', 'matters', '<end>']","[2, 408, 1242, 1086, 3]"
